title,brand,rating,ratings_number,price,prime_option,answers,first_date,sponsored_option,categories,position,page
"Brace Master MMA Gloves UFC Gloves Boxing Gloves Mixed Martial Arts Leather More Paddding Fingerless Punching Bag Gloves for Kickboxing, Sparring, Muay Thai and Heavy Bag",Visit the Brace Master Store,4.4 out of 5 stars,"1,336 ratings",,False,"
36 answered questions
","
1 April 2018
",False,"['68,481 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '32 in Training Gloves', '82 in Boxing Fight Gloves']",10,6
Xn8 Rex Leather Boxing Gloves MMA Muay Thai Punch Bag Sparring Fight Pad Kickboxing Martial Arts Training Gloves,Visit the Xn8 Sports Store,4.4 out of 5 stars,8 ratings,19,False,0,"
9 Aug. 2015
",False,"['204,559 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '442 in Boxing Training Gloves']",11,6
Farabi Sports Boxing punch bag mitt gloves punching boxing gloves mma training,Brand: Farabi Sports,4.5 out of 5 stars,465 ratings,12,False,"
16 answered questions
","
6 April 2018
",False,"['8,500 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '3 in Boxing Punch Mitts']",12,6
LAANCOO Boxing gloves Muay Thai training Maya Tibetan rubber boxing boxing bag gloves taekwondo fighting pink and black,Brand: LAANCOO,,,4,False,0,"
B08LZHXCNL
",False,[],13,6
"RDX MMA Fight Gloves for Grappling and Martial Arts, Open Palm Maya Hide Leather Sparring Mitts, Good for Cage Fighting, Kickboxing, Punch Bag, Muay Thai Training and Combat Sports",Visit the RDX Store,,,39,True,0,"
28 Sept. 2020
",False,"['327,109 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '120 in Training Gloves']",14,6
UNBRANDED SPORTS MMA Sparring Gloves MEN WOMEN ADULT Size Grappling Muay Thai Training Mitts Combat Fighting Mixed Martial Arts Mitten Boxing Cage Kickboxing Glove One Size Fits ALL (Red/Black),Brand: UNBRANDED SPORTS,5.0 out of 5 stars,1 rating,24,False,0,"
5 Feb. 2018
",False,"['757,233 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '268 in Training Gloves']",15,6
UFC MMA Gear Boxing Training Gloves Fighting Gloves Half finger Boxing Gloves Martial Arts Sparring Mitts Gloves Grappling Punching Kickboxing Muay Thai Taekwondo Gloves for Women Men Kids,Brand: GLIN,4.4 out of 5 stars,53 ratings,15,False,0,"
26 May 2019
",True,"['16,851 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '33 in Boxing Fight Gloves']",16,6
Ringmaster Sports Cobra Series Boxing Gloves Training Sparring Fighting MMA Martial Arts Kickboxing Punching Double End Bag Focus Pads,Brand: Ringmaster,4.7 out of 5 stars,14 ratings,29,True,0,"
19 April 2017
",True,"['39,559 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '113 in Boxing Training Gloves']",17,6
VELO Leather Boxing Gloves MMA Fighting Sparring Punch Bag Training Muay Thai Punching Bag Kickboxing Mitts Professional Exercise Heavy Duty For Men and Women Glove (Free Face Mask),Visit the VELO Boxing Store,5.0 out of 5 stars,1 rating,29,True,0,"
1 Feb. 2019
",True,"['375,791 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '768 in Boxing Training Gloves']",18,6
EMRAH Pro Boxing Hand Wraps | Boxing Pro Grip Inner Gloves | Boxing Gel Wraps-X,Visit the EMRAH Store,4.4 out of 5 stars,"1,491 ratings",9,False,"
17 answered questions
","
28 Jan. 2016
",False,"['1,870 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '1 in Training Gloves', '5 in Boxing Training Gloves']",19,6
"RDX MMA Gloves for Grappling Martial Arts, Maya Hide Leather Sparring Mitts, Good for Speed Punching bag and Focus Pad, Muay Thai, Kickboxing, Cage Fighting and Combat Training",Visit the RDX Store,5.0 out of 5 stars,4 ratings,34,True,0,"
27 July 2020
",False,"['104,742 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '44 in Training Gloves']",20,6
Starpro Premier Laced Boxing Gloves | Premium Cowhide Leather| Maroon and Black| For Professional Training and Sparring in Boxing Muay Thai Kickboxing and Fitness|Men &amp; Women | 8oz 10oz 12oz 14oz 16oz,Visit the Starpro Store,4.6 out of 5 stars,3 ratings,21,False,0,"
9 Aug. 2019
",False,"['500,955 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '1,030 in Boxing Training Gloves']",21,6
"Boxing Gloves, MPI Special Vintage made of Original Cowhide Leather, processed to give Antique Look. Designed in UK - For Training Muay Thai Kickboxing, Sparring, Fighting. Great for Heavy Punch Bag, Speed Ball, Grappling Dummy and Focus Pads Punching",Brand: MPI,5.0 out of 5 stars,1 rating,19,False,0,"
13 Nov. 2020
",False,"['746,081 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '1,532 in Boxing Training Gloves']",22,6
"LEONE 1947 Gn039 Boxing Gloves Unisex Adult, unisex_adult, GN039",Brand: LEONE 1947,4.4 out of 5 stars,271 ratings,52,True,0,"
2 Oct. 2016
",False,"['49,020 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '63 in Boxing Fight Gloves', '135 in Boxing Training Gloves']",23,6
"BodyRip STRIKER PRO Training Accessories | Leather Gloves, Target Pad, Kick or Punch Mitt, Head Guard Gear | Boxing, MMA, Muay Thai, Fitness, Exercise, FatLoss, Sparring, Kickboxing, Fighting, Workout",Brand: BodyRip,4.4 out of 5 stars,36 ratings,18,True,0,"
11 Jun. 2019
",False,"['86,049 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '46 in Martial Arts Headgear']",24,6
"RDX Kids Boxing Gloves and Focus Pads Set, Youth Hook and Jab Target Mitts with Punching gloves, Junior Hand Pads for Muay Thai, Kickboxing, Martial Arts, Karate, MMA Training",Visit the RDX Store,4.7 out of 5 stars,265 ratings,32,True,"
6 answered questions
","
15 Nov. 2019
",False,"['5,285 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '10 in Boxing Pads', '11 in Heavy Boxing Bags']",25,6
"PPMM Boxing Gloves, Synthetic Leather Bag Punching Gloves, Mixed Martial Arts Heavy Bag Gloves, for Punching Heavy Bags, Sparring, Kickboxing, Fighting Gloves Skull Model,6OZ",Brand: PPMM,,,19,False,0,"
B08PYYTD8M
",False,[],26,6
"RDX Women MMA Gloves for Grappling Martial Arts, Open Palm Maya Hide Leather Mitts, Good for Kickboxing, Sparring, Muay Thai, Cage Fighting, Punching Bag and Combat Training",Visit the RDX Store,,,42,False,0,"
2 Sept. 2019
",False,[],27,6
"Ringhorns Unisex Nitro Boxing Gloves Muay Thai, Kick Boxing, Black, 14 Oz",Visit the Ringhorns Store,,,35,True,0,"
7 July 2017
",False,"['664,972 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '1,390 in Boxing Training Gloves']",28,6
"Aasta KOVO MMA Gloves for Martial Arts Grappling Training, Real Leather Sparring Mitts, Good for Muay Thai, Kickboxing, Cage Fighting, Combat Sports &amp; Punching bag Blue",Brand: Aasta,5.0 out of 5 stars,1 rating,14,False,0,"
6 Aug. 2020
",False,"['727,923 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '253 in Training Gloves']",29,6
adidas Boxing Glove's,Visit the adidas Store,4.2 out of 5 stars,53 ratings,48,True,0,"
8 Aug. 2017
",False,"['81,646 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '94 in Boxing Fight Gloves']",30,6
MMA Gloves for Martial Arts Training and Grappling Krav Maga Open Palm Liani Hide Leather Wrist Strap Sparring Mitts for Kickboxing Muay Thai Cage UFC Fighting Punching Combat (MULTI COLORS/SIZES),Visit the 3X Professional Choice Store,4.5 out of 5 stars,51 ratings,20,True,0,"
15 Dec. 2018
",True,"['60,694 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '163 in Boxing Training Gloves']",31,6
"Boxing Gloves for Training 8oz 10oz 12oz 14oz 16oz, Muay Thai Punching Bag Mitts for Sparring, Martial Arts, Kickboxing, Fighting, MMA, Double End Speed Ball Workout, Dummy, Heavy Bag and Focus Pads",Visit the 3X Professional Choice Store,4.5 out of 5 stars,175 ratings,22,True,0,"
4 Oct. 2019
",True,"['52,394 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '147 in Boxing Training Gloves']",32,6
Starpro T20 Boxing Gloves| PU Leather| Black White Pink and Blue| For Training and Sparring in Muay Thai Kickboxing Fitness and Boxercise Men &amp; Women| 8oz 10oz 12oz 14oz 16oz,Visit the Starpro Store,4.6 out of 5 stars,533 ratings,25,True,0,"
1 May 2019
",True,"['30,995 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '88 in Boxing Training Gloves']",33,6
EVO Ladies Pink REX Leather body combat GEL Gloves MMA Boxing Punch Bag Martial Arts Karate Mitt,Brand: EVO Fitness,4.3 out of 5 stars,102 ratings,9,True,"
5 answered questions
","
4 July 2015
",False,"['46,459 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '25 in Training Gloves']",34,6
"VGEBY1 Child Boxing Gloves, 3Colors PU Child Boxing Fighting Muay Thai Sparring Punching Boxing Kickboxing Grappling Sandbag Training Gloves",Brand: VGEBY1,5.0 out of 5 stars,1 rating,23,True,0,"
15 July 2019
",False,[],35,6
"Bag Gloves by Athletics Gear – Maya Hide Leather Perfect Design and Fit with Elastic Strap System for MMA Sparring, Fighting, Boxing Punch Mitts, and Punching Training",Brand: Generic,,,11,False,0,"
2 Feb. 2021
",False,"['244,607 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '849 in Boxing Gloves']",36,6
RZTZDM 2pcs Boxing Training Fighting Gloves Kids Breathable Muay Thai Sparring Punching Karate Kickboxing Professional Flame Gloves Zzib,Brand: RZTZDM,,,18,False,0,"
19 April 2020
",False,[],37,6
"Reebok Boxing Gloves, 16 oz",Visit the Reebok Store,4.4 out of 5 stars,73 ratings,24,False,0,"
14 Nov. 2017
",False,"['214,757 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '238 in Boxing Fight Gloves']",38,6
"RDX Boxing Hand Wraps Inner Gloves for Punching - Half Finger Elasticated Bandages under Mitts Fist Protection - Great for MMA, Muay Thai, Kickboxing, Martial Arts Training &amp; Combat Sports",Visit the RDX Store,4.2 out of 5 stars,"1,208 ratings",8,False,"
14 answered questions
","
1 May 2015
",False,"['3,838 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '9 in Martial Arts Hand Wraps']",39,6
"KIKFIT Red MMA Gloves Grappling Sparring Maya Hide Leather Gloves Martial Arts Training Mitts - Ideal for Boxing, Muay Thai, Kickboxing, Cage Fighting, Punching Bag, UFC Gloves",Brand: KIKFIT,4.2 out of 5 stars,3 ratings,11,False,0,"
13 Mar. 2020
",False,"['282,623 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '74 in Boxing Bag Gloves']",40,6
Maxx blk/silver adults boxing gloves Rex leather 10oz - 16oz,Visit the Maxx Gloves Store,4.6 out of 5 stars,50 ratings,21,False,0,"
17 Aug. 2013
",False,"['122,269 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '297 in Boxing Training Gloves']",41,6
"Kids Boxing gloves, Junior MMA, Muay thai Mitts, Junior punching bag mitts 6 Oz Red, by Farabi",Brand: Farabi Sports,4.7 out of 5 stars,236 ratings,12,False,"
3 answered questions
","
<style type=""text/css"">
/*
* Fix for UDP-1061. Average customer reviews has a small extra line on hover
* https://omni-grok.amazon.com/xref/src/appgroup/websiteTemplates/retail/SoftlinesDetailPageAssets/udp-intl-lock/src/legacy.css?indexName=WebsiteTemplates#40
*/
.noUnderline a:hover {
text-decoration: none;
}
</style>



















<div id=""averageCustomerReviews"" data-asin=""B00I5PR0T6"" data-ref=""dpx_acr_pop_"">












<span class=""a-declarative"" data-action=""acrStarsLink-click-metrics"" data-acrstarslink-click-metrics=""{}"">



<span id=""acrPopover"" class=""reviewCountTextLinkedHistogram noUnderline"" title=""4.7 out of 5 stars"">
<span class=""a-declarative"" data-action=""a-popover"" data-a-popover=""{&quot;max-width&quot;:&quot;700&quot;,&quot;closeButton&quot;:&quot;false&quot;,&quot;position&quot;:&quot;triggerBottom&quot;,&quot;url&quot;:&quot;/gp/customer-reviews/widgets/average-customer-review/popover/ref=dpx_acr_pop_?contextId=dpx&amp;asin=B00I5PR0T6&quot;}"">
<a href=""javascript:void(0)"" class=""a-popover-trigger a-declarative"">

<i class=""a-icon a-icon-star a-star-4-5""><span class=""a-icon-alt"">4.7 out of 5 stars</span></i>

<i class=""a-icon a-icon-popover""></i></a>
</span>
<span class=""a-letter-space""></span>
</span>



</span>
<span class=""a-letter-space""></span>












<span class=""a-declarative"" data-action=""acrLink-click-metrics"" data-acrlink-click-metrics=""{}"">
<a id=""acrCustomerReviewLink"" class=""a-link-normal"" href=""#customerReviews"">
<span id=""acrCustomerReviewText"" class=""a-size-base"">236 ratings</span>
</a>
</span>
<script type=""text/javascript"">
P.when('A', 'ready').execute(function(A) {
A.declarative('acrLink-click-metrics', 'click', { ""allowLinkDefault"" : true }, function(event){
if(window.ue) {
ue.count(""acrLinkClickCount"", (ue.count(""acrLinkClickCount"") || 0) + 1);
}
});
});
</script>





<script type=""text/javascript"">
P.when('A', 'cf').execute(function(A) {
A.declarative('acrStarsLink-click-metrics', 'click', { ""allowLinkDefault"" : true },  function(event){
if(window.ue) {
ue.count(""acrStarsLinkWithPopoverClickCount"", (ue.count(""acrStarsLinkWithPopoverClickCount"") || 0) + 1);
}
});
});
</script>







</div>


<br>
4.7 out of 5 stars
",False,"['1,907 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '3 in Boxing Fight Gloves']",42,6
Farabi Boxing Inner Gloves Hand Wraps Gel Easy Wraps Protector Gloves Adult Pair,Brand: Farabi Sports,4.4 out of 5 stars,690 ratings,6,False,"
8 answered questions
","
10 July 2017
",False,"['3,582 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '8 in Martial Arts Hand Wraps', '8 in Boxing Fight Gloves']",43,6
adidas Speed 100 Boxing Gloves,Visit the adidas Store,4.4 out of 5 stars,32 ratings,38,True,0,"
2 Nov. 2018
",False,"['155,026 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '183 in Boxing Fight Gloves']",44,6
WM SPORTS Boxing MMA Gloves Sparring Professional/Training Leather Grappling UFC Fighting Gloves,Brand: WM SPORTS,,,9,False,0,"
28 Mar. 2019
",False,"['91,082 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '106 in Boxing Fight Gloves']",45,6
Kids Boxing Gloves PU Leather Children Muay Thai Kickboxing Fight Punching Gloves Sparring Training Gloves Punch Bag for Karate Muay Thai,Brand: Alomejor,4.5 out of 5 stars,4 ratings,15,False,0,"
11 Jun. 2019
",False,"['227,263 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '493 in Boxing Training Gloves']",46,6
Pro Impact Genuine Leather Open Thumb Professional MMA Gloves Leather mma gloves,Brand: Pro Impact,4.3 out of 5 stars,3 ratings,14,False,0,"
21 Jun. 2011
",False,"['776,680 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '1,017 in Boxing Fight Gloves']",47,6
"BOOM Prime Black Matte Boxing Gloves Leather 10oz 12oz 14oz 16oz Training MMA Punch Bag Mitts - Great for Fighting, Kickboxing, Sparring, Martial Arts, Muay Thai Gloves",Brand: BOOM Prime,5.0 out of 5 stars,1 rating,17,False,0,"
23 Dec. 2019
",False,"['334,919 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '379 in Boxing Fight Gloves']",48,6
"RDX Boxing Hand Wraps Inner Gloves for Punching, Elasticated Padded Bandages under Mitts, Quick Long Wrist Support, Fist Protector, Great for MMA, Muay Thai, Kickboxing, Martial Arts Training",Visit the RDX Store,4.5 out of 5 stars,"2,898 ratings",11,False,"
25 answered questions
","
25 Feb. 2019
",False,"['353 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '1 in Martial Arts Hand Wraps', '2 in Boxing Fight Gloves']",49,6
Half-finger MMA Boxing Fight Gloves With Velcro Wrist Band Thick Padding for Punching Heavy Bag Kickboxing Class Muay Thai Martial Arts Trainer Mitts,Brand: Majeck,4.1 out of 5 stars,122 ratings,13,False,0,"
4 Dec. 2017
",False,"['19,020 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '65 in Boxing Training Gloves']",50,6
"VGEBY1 1Pair Children Boxing Gloves, Muay Thai Fighting Training Gloves Punching Bag Sparring Mitts for Kids",Brand: VGEBY1,4.5 out of 5 stars,2 ratings,25,False,0,"
5 Jan. 2019
",False,"['480,945 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '558 in Boxing Fight Gloves']",51,6
Windy Heavy Hitter Training Gloves,Brand: WINDY,4.4 out of 5 stars,6 ratings,98,False,0,"
6 Sept. 2013
",False,[],52,6
Valour Strike Pro Leather Boxing Gloves Sparring Punch Bag Sparring Fight MMA Muay Thai Fight Adult Martial Arts Training Kickboxing Punching Glove Power™,Visit the Valour Strike Store,4.4 out of 5 stars,8 ratings,39,False,0,"
12 May 2019
",False,"['210,704 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '454 in Boxing Training Gloves']",53,6
Xploit Glove Fighting boxing gloves Gloves Sparring Martial Hand Protector Hand Protective Tool WTF Approved Martial Arts Sports Hand Guard gloves S/M/L/XL,Brand: Xploit,,,9,False,0,"
B08NPRZ813
",False,"['352,522 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '711 in Boxing Training Gloves']",54,6
"Kids Boxing Gloves, Children Cartoon Sparring Boxing Gloves or Training &amp; Muay Thai, Mitts for Sparring, Focus Pads, Fighting &amp; Kickboxing Good for Youth Punch Bag, Punching Etc - Blue",Brand: Dire-wolves,5.0 out of 5 stars,1 rating,13,False,0,"
B07F1KRH9W
",False,"['577,835 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '724 in Boxing Fight Gloves']",55,6
"RDX MMA Gloves for Grappling Martial Arts Training,Approved By SMMAF,Genuine Cowhide Leather Sparring Mitts,Good for Kickboxing, Muay Thai, Cage Fighting, Punching Bag, Combat Sports",Visit the RDX Store,4.4 out of 5 stars,172 ratings,24,True,"
6 answered questions
","
3 April 2015
",False,"['77,379 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '37 in Training Gloves', '301 in Boxing Gloves']",56,6
MAXSTRENGTH 8oz Pink black start Boxing Gloves Kick Punch Bag Muay Thai UFC Fight Training Mitts MMA (8oz),Brand: MAXSTRENGTH,3.8 out of 5 stars,3 ratings,14,False,0,"
30 Sept. 2016
",False,"['53,693 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '150 in Boxing Training Gloves']",57,6
Valour Strike Pink Boxing Gloves for Women Ladies Girls Men &amp; Kids | Set in Ounce 16oz 14oz 12oz 10oz 8oz 6oz or 4oz For Pro Sparring Kickboxing MMA Muay Thai or Boxercise Training Workout | Pink Paw™,Visit the Valour Strike Store,4.9 out of 5 stars,27 ratings,29,True,0,"
13 July 2020
",True,"['12,226 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '49 in Boxing Training Gloves']",58,6
Hardcore Training Classic Boxing Gloves Sparring Kickboxing Muay Thai MMA Combat Sport Fighting,Brand: Hardcore Training,,,59,False,0,"
30 July 2020
",True,[],59,6
